Región	Distrito	Municipio Escolar	Código	Escuela	Latitud	Longitud	Status	Nivel	Grado que ofrece	Montessori	Total M1Certificada	Total M1Activa	Estrellas	Puntuación	Clasificación ESSA	Tasa de Deserción	Teléfono	Dirección Física 	Pueblo	Estado	Zipcode	Email	Año_ID
Humacao	Fajardo	Fajardo	30221	María I. Dones	18.30089	-65.64413	Abierta	Primario	K 1 2 3 4 5 EE	No	98	104	3	52.0%	Others	3.57%	863-8240	Calle 5 Bo Quebrada Vueltas	Fajardo	PR	7389711	D30221@de.pr.gov	2020-2021
Humacao	Fajardo	Vieques	35840	María M. Simmons de Rivera	18.12417	-65.4533	Abierta	Primario	K 1 2 3 4 5 EE	No	190	191	2	24.9%	Targeted	0.00%	741-0895	Carr 993 Km 2	Vieques	PR	7650000	D35840@de.pr.gov	2020-2021
Humacao	Yabucoa	Yabucoa	32524	Marta Sánchez	18.04359	-65.90717	Abierta	Primario	PK K 1 2 3 4 5 EE	No	124	128	2	39.2%	Others	1.53%	893-3300	Carr 900 Bo Guayabo	Yabucoa	PR	7670000	D32524@de.pr.gov	2020-2021
Humacao	Canóvanas	Loíza	31245	Medianía Alta Elemental	18.4265384908438	-65.8425270198233	Abierta	Primario	K 1 2 3 4 5 EE	No	396	387	4	66.7%	Targeted	0.98%	876-1200	Carr 187 Km 5 Hm 6 Bo Mediania Alta	Loíza	PR	7720000	D31245@de.pr.gov	2020-2021
Humacao	Las Piedras	Juncos	30643	Pedro Bosch	18.21698	-65.89179	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	336	337	2	28.2%	Others	0.29%	734-4346  /  733-6455	Carr 935 Km 2 Bo Ceiba Norte	Juncos	PR	7770000	D30643@de.pr.gov	2020-2021
Humacao	Canóvanas	Río Grande	33233	Pedro Falú Orellano	18.3801470087565	-65.8366617460585	Abierta	Secundario	9 10 11 12 ES	No	685	670	2	32.4%	Others	2.80%	887-2778	Calle Pimentel Sector Las Flores	Río Grande	PR	7450000	D33233@de.pr.gov	2020-2021
Humacao	Las Piedras	Humacao	34884	Petra Mercado Bougart	18.14719	-65.84094	Abierta	Secundario	9 10 11 12	No	406	396	2	36.8%	Others	4.30%	852-7780  /  852-2880	Carr 906 Ave Tejas Final	Humacao	PR	7910000	D34884@de.pr.gov	2020-2021
Humacao	Fajardo	Vieques	32367	Playa Grande	18.14139	-65.4513	Abierta	Primario	PK K 1 2 3 4 5	Sí	215	206	2	38.4%	Comprehensive	0.90%	741-2766	Carr. Estatal 993 Km1 Hm 3	Vieques	PR	7650000	D32367@de.pr.gov	2020-2021
Humacao	Canóvanas	Río Grande	35543	Pre-Vocacional Casiano Cepeda	18.36096	-65.85451	Abierta	Todos Los Niveles	EI	No	62	60	4	70.1%	Comprehensive	14.29%	887-5200	Carr 959 Km 2 Bo Cienaga Alta	Río Grande	PR	7450000	D35543@de.pr.gov	2020-2021
Humacao	Fajardo	Ceiba	36343	Puerto Rico Aviation Maintenance Institute	18.2452279915423	-65.6372089879966	Abierta	PS - Instituto	SHARED	No					N/A		865-1300	Forestal Drive Corner, Langley Drive	Ceiba	PR	7350000	D36343@de.pr.gov	2020-2021
Humacao	Fajardo	Naguabo	31609	Quebrada Grande	18.24141	-65.7462	Abierta	Primario	K 1 2 3 4 5	No	207	206	5	85.8%	Others	0.93%	874-0430	Calle 3 Bo Duque Esq 8 Parcelas Viejas	Naguabo	PR	7180000	D31609@de.pr.gov	2020-2021
Humacao	Canóvanas	Río Grande	32243	Rafael de Jesús	18.37979	-65.83289	Abierta	Primario	K 1 2 3 4 5 EE	No	238	241	4	62.0%	Others	0.80%	887-2785	Calle Pimentel Y Castro	Río Grande	PR	7450000	D32243@de.pr.gov	2020-2021
Humacao	Canóvanas	Luquillo	31302	Rafael N. Coca	18.3698958929089	-65.7131928898628	Abierta	Primario	6 7 8 EI	No	303	307	2	26.8%	Others	1.28%	889-3243	Calle Fernandez Garcia Final	Luquillo	PR	7730000	D31302@de.pr.gov	2020-2021
Humacao	Canóvanas	Río Grande	32268	Rafael Rexach Dueño	18.36935	-65.77384	Abierta	Primario	K 1 2 3 4 5	No	239	234	5	80.5%	Others	5.10%	887-2720	Calle Principal Bo Palmer	Río Grande	PR	7450000	D32268@de.pr.gov	2020-2021
Humacao	Yabucoa	Patillas	35816	Rafalina E. Lebrón Flores	18.00472	-66.01258	Abierta	Secundario	9 10 11 12	No	264	251	2	20.6%	Others	3.30%	839-3419	Urb San Martin Calle Pricipal Final	Patillas	PR	7230000	D35816@de.pr.gov	2020-2021
Humacao	Las Piedras	Las Piedras	30973	Ramón Power y Giralt	18.18197	-65.86987	Abierta	Secundario	9 10 11 12 ES	No	769	762	3	43.6%	Others	3.23%	733-2561	Calle Jesus T Piñero 22	Las Piedras	PR	7710000	D30973@de.pr.gov	2020-2021
Humacao	Yabucoa	Yabucoa	35782	Ramón Quiñones Medina	18.04474	-65.88209	Abierta	Secundario	9 10 11 12 ES	No	421	415	4	65.7%	Others	1.16%	893-2216	Urb Reparto Horizonte Frente Al Cementerio	Yabucoa	PR	7670000	D35782@de.pr.gov	2020-2021
Humacao	Fajardo	Fajardo	30239	Ramón Quiñones Pacheco	18.32564	-65.6511	Abierta	Primario	K 1 2 3 4 5	No	275	264	4	75.4%	Others	1.06%	863-0624	Calle Federico Garcia 155	Fajardo	PR	7380000	D30239@de.pr.gov	2020-2021
Humacao	Las Piedras	Juncos	36327	Roberto Silva Morales	18.225	-65.93629	Abierta	Primario	K 1 2 3 4 5 EE	No	299	280	3	53.6%	Others	1.96%	734-8553	Carr 929 Int Carr #9919	Juncos	PR	7770000	D36327@de.pr.gov	2020-2021
Humacao	Yabucoa	Yabucoa	32532	Rosa Costa Valdivieso	18.04398	-65.87623	Abierta	Primario	6 7 8 EI	No	136	138	1	16.6%	Additional Targeted	0.00%	893-3390	Calle Cristobal Colon Final	Yabucoa	PR	7670000	D32532@de.pr.gov	2020-2021
Humacao	Fajardo	Fajardo	34769	Rosa Pascuala Paris	18.34774	-65.66956	Abierta	Primario	K 1 2 3 4 5 EE	No	204	209	3	42.8%	Others	3.64%	863-8520	Urb Fajardo Gardens Calle 23	Fajardo	PR	7380000	D34769@de.pr.gov	2020-2021
Humacao	Las Piedras	Humacao	33308	Rufino Vigo	18.15195	-65.82404	Abierta	Primario	K 1 2 3 4 5 EE	No	220	220	3	59.2%	Others	0.00%	852-3215	Calle Duchesne #113	Humacao	PR	7910000	D33308@de.pr.gov	2020-2021
Humacao	Fajardo	Ceiba	30098	Santiago Iglesias Pantín	18.26489	-65.64617	Abierta	Secundario	9 10 11 12 ES	No	333	334	2	29.3%	Comprehensive	6.40%	885-3200	Urb Rossy Valley Calle Francisco Gautier	Ceiba	PR	7350000	D30098@de.pr.gov	2020-2021
Humacao	Las Piedras	Las Piedras	34355	Santiago Torres	18.17193	-65.87413	Abierta	Primario	6 7 8 EI	No	275	265	2	30.3%	Others	4.33%	733-1454	Bo Tejas,  Sector Montellanos ; Calle Eulogio Reyes, Urb April Garden	Las Piedras	PR	7710000	D34355@de.pr.gov	2020-2021
Humacao	Las Piedras	Humacao	34199	S. U. Agapito López Flores	18.161	-65.75979	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	371	359	2	27.0%	Targeted	1.32%	852-6494	Urb Verde Mar Calle 6	Humacao	PR	7410911	D34199@de.pr.gov	2020-2021
Humacao	Yabucoa	Yabucoa	32680	S. U. Andrés Sandín	18.08559	-65.8468	Abierta	Primario	K 1 2 3 4 5 6 7 8 EI	No	544	542	2	33.7%	Others	0.75%	893-1070	Carr 906 Km 2.5 Bo Aguacate	Yabucoa	PR	7670000	D32680@de.pr.gov	2020-2021
Humacao	Yabucoa	Yabucoa	32433	S. U. Asunción Lugo	18.03649	-65.84665	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	223	222	3	41.1%	Additional Targeted	0.44%	893-2626	Carr 701 Bo Camino Nuevo	Yabucoa	PR	7670000	D32433@de.pr.gov	2020-2021
Humacao	Yabucoa	San Lorenzo	22566	S. U. Carlos Zayas	18.15569	-65.95272	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	259	265	3	40.9%	Others	0.37%	736-9633	Carr 916 Km 4 Hm 4 Cerro Gordo	San Lorenzo	PR	7540000	D22566@de.pr.gov	2020-2021
Humacao	Las Piedras	Juncos	30742	S. U. Clara M. Aramburu	18.23526	-65.88013	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	414	416	2	34.5%	Others	0.70%	734-7444	Carr 31 Km 20.8	Juncos	PR	7770000	D30742@de.pr.gov	2020-2021
Humacao	Yabucoa	Maunabo	31427	S. U. Higinio Figueroa Villegas	17.99916	-65.88847	Abierta	Primario	K 1 2 3 4 5 6 7 8 EI	No	345	349	2	26.5%	Others	0.85%	861-2340	Sector Bordaleza Bo Emajaguas	Maunabo	PR	7070000	D31427@de.pr.gov	2020-2021
Humacao	Yabucoa	San Lorenzo	22459	S. U. Jagual Adentro	18.16177	-65.99346	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	285	283	2	38.8%	Others	0.69%	736-7877	Carr 181 Ramal 765 Km 2 Bo Jagual	San Lorenzo	PR	7540000	D22459@de.pr.gov	2020-2021
Humacao	Yabucoa	Yabucoa	32748	S. U. Jesús T. Sanabria Cruz	18.10954	-65.87152	Abierta	Primario	PK K 1 2 3 4 5 6 7 8	No	234	236	3	55.2%	Others	2.11%	893-4860	Carr 3 Ruta 905	Yabucoa	PR	7679503	D32748@de.pr.gov	2020-2021
Humacao	Yabucoa	Patillas	25239	S. U. Joaquín Parrilla	17.99333	-66.02498	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	274	265	3	44.4%	Others	2.11%	839-0357	Carr 184 Km 2 Hm 5	Patillas	PR	7230000	D25239@de.pr.gov	2020-2021
Humacao	Yabucoa	Yabucoa	32540	S. U. Manuel Ortiz	18.09006	-65.91421	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	178	183	4	73.9%	Targeted	0.00%	893-5770	Carr 902 Km 5 Hm 8 Bo Jacanas Abajo	Yabucoa	PR	7670000	D32540@de.pr.gov	2020-2021
Humacao	Canóvanas	Loíza	36046	S. U. Nueva Bo. Medianía	18.4265819839958	-65.8469176983476	Abierta	Primario	6 7 8	No	333	330	2	22.0%	Comprehensive	0.87%	876-1377	Carr #187 Km 3 Hm 9 Bo Mediania Alta	Loíza	PR	7720000	D36046@de.pr.gov	2020-2021
Humacao	Las Piedras	Juncos	30759	S. U. Pedro Rivera Molina	18.17552	-65.91752	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	597	578	2	32.5%	Others	3.13%	736-4148  /  715-0066	Carr 183 Km 16.3 Valenciano  Abajo	Juncos	PR	7770000	D30759@de.pr.gov	2020-2021
Humacao	Yabucoa	Yabucoa	32458	S. U. Rogelio Rosado	18.04717	-65.92174	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	194	194	2	35.7%	Additional Targeted	0.44%	893-3075	Ruta 900 Km 4.5	Yabucoa	PR	7670000	D32458@de.pr.gov	2020-2021
Humacao	Canóvanas	Luquillo	31393	S. U. Sabana (S. U. Alejandrina Ríos)	18.3469	-65.72552	Abierta	Primario	K 1 2 3 4 5 EE	No	171	174	4	71.3%	Others	1.12%	889-3750	Carr 984 Bo Sabana	Luquillo	PR	7730000	D31393@de.pr.gov	2020-2021
Humacao	Fajardo	Naguabo	35014	S. U. Silverio García	18.21901	-65.69011	Abierta	Primario	K 1 2 3 4 5 6 7 8 EI	No	272	271	2	36.4%	Others	1.75%	874-5520	Carr 3 Km 9 Hm 4 Bo Daguao	Naguabo	PR	7180000	D35014@de.pr.gov	2020-2021
Humacao	Las Piedras	Humacao	35501	Superior Vocacional Manuel Mediavilla	18.1406	-65.82297	Abierta	Secundario	9 10 11 12 ES	No	509	488	2	36.5%	Others	7.10%	852-1315  /  852-1415	58B Calle Carreras Parque Industrial	Humacao	PR	7910000	D35501@de.pr.gov	2020-2021
Humacao	Canóvanas	Luquillo	35618	Superior Isidro A. Sánchez	18.3777358359141	-65.7221638547964	Abierta	Secundario	9 10 11 12 ES	No	605	598	2	26.2%	Others	4.59%	889-4333	Urb Brisa Del Mar Calle 2	Luquillo	PR	7730000	D35618@de.pr.gov	2020-2021
Humacao	Canóvanas	Loíza	36335	Superior Vocacional Eladio Rivera Quiñones (Nueva Superior de Loíza)	18.4248409226623	-65.8426836293032	Abierta	Secundario	9 10 11 12 ES	No	476	482	2	36.9%	Others	1.59%	256-1075	Carr 187 Km 5 Hm 6 Bo Mediania	Loíza	PR	7720000	D36335@de.pr.gov	2020-2021
Humacao	Yabucoa	Yabucoa	32755	Teodoro Aguilar Mora	18.04463	-65.88017	Abierta	Secundario	9 10 11 12 ES	No	407	391	2	23.2%	Others	2.66%	266-4418	Calle Mendez	Yabucoa	PR	7670000	D32755@de.pr.gov	2020-2021
Humacao	Canóvanas	Canóvanas	36384	Superior Vocacional William Rivera Betancourt	18.3894016590686	-65.8874707446441	Abierta	Secundario	9 10 11 12 ES	No	479	476	4	79.7%	Others	1.64%	(787) 256-8700	Bo San Isidro Pr 188	Canóvanas	PR	7290000	D36384@de.pr.gov	2020-2021
Humacao	Yabucoa	Maunabo	35899	Wilfredo Lafuente Ortíz	18.00991948634	-65.9023013875502	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	223	233	2	38.4%	Comprehensive	1.27%	861-3500	Carr 750 Bo Atalante	Maunabo	PR	7070000	D35899@de.pr.gov	2020-2021
Mayagüez	San Sebastián	Moca	42473	Adolfo Babilonia	18.39537	-67.11244	Abierta	Primario	K 1 2 3 4 5 EE	No	351	343	3	57.6%	Others	0.57%	877-3170	230 Calle Isabela Pueblo	Moca	PR	6760000	D42473@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Aguadilla	40493	Ana María Javariz	18.45022	-67.14958	Abierta	Primario	K 1 2 3 4 5 EE	No	271	272	4	64.7%	Others	4.81%	891-2260	Carr.107 Urb. El Prado	Aguadilla	PR	6030000	D40493@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Aguada	40139	Anselmo Villarrubia	18.36258	-67.17037	Abierta	Primario	PK K 1 2 3 4 5	No	211	204	3	56.6%	Others	2.75%	868-8735	Ramal 4416 Km 1.8 Bo Malpaso	Aguada	PR	6020000	D40139@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Aguadilla	46672	Antonio Badillo Hernández	18.48796	-67.09781	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	459	453	2	29.3%	Others	1.88%	890-3350	Carr. 459 Km. 7.04 Bo. Montaña	Aguadilla	PR	6030000	D46672@de.pr.gov	2020-2021
Mayagüez	San Sebastián	Isabela	15438	Antonio Geigel Paredes	18.46913	-67.03173	Abierta	Primario	K 1 2 3 4 5 EE	No	290	303	3	58.1%	Others	2.58%	872-1942	Carr 112 Km.3.5 Bo. Mora	Isabela	PR	6620000	D15438@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Añasco	40527	Antonio González Suárez	18.28729	-67.13959	Abierta	Primario	K 1 2 3 4 5	No	311	307	4	75.4%	Others	0.32%	826-3625	Carr. 402  Km 6 Bo Daguey	Añasco	PR	6100000	D40527@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Aguada	40147	Aquilino Cabán	18.37448	-67.14525	Abierta	Primario	PK K 1 2 3 4 5 6 7 8 EE	No	481	480	3	45.7%	Others	1.04%	868-0373	Carr 4417 Km 0 Hm 8 Bo Mamey	Aguada	PR	6020000	D40147@de.pr.gov	2020-2021
Mayagüez	San Sebastián	San Sebastián	43505	Áurea Fuentes Méndez	18.30833	-66.98146	Abierta	Primario	K 1 2 3 4 5	No	139	145	2	25.1%	Others	0.00%	896-4100	Carr 435 Km 2 Hm 3	San Sebastián	PR	6850000	D43505@de.pr.gov	2020-2021
Mayagüez	San Sebastián	San Sebastián	48025	Aurora Méndez Charneco	18.33826	-66.99505	Abierta	Primario	K 1 2 3 4 5 EE	No	277	285	2	30.9%	Others	2.67%	896-1072	Calle Pedro Albisus Campos	San Sebastián	PR	6850000	D48025@de.pr.gov	2020-2021
Mayagüez	Cabo Rojo	San Germán	43273	Bartolomé de las Casas	18.09406	-67.01142	Abierta	Primario	PK K 1 2 3 4 5 6	No	151	151	2	37.6%	Others	3.11%	892-5756	Carr 362 Km 4 Hm 3 Bo Guama	San Germán	PR	6830000	D43273@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Aguadilla	46656	Benito Cerezo Vázquez	18.45848	-67.15498	Abierta	Secundario	9 10 11 12 EES	No	583	568	3	40.3%	Others	3.16%	891-5000	Carr. 107Int. 458 Bda. Borinquen	Aguadilla	PR	6030000	D46656@de.pr.gov	2020-2021
Mayagüez	Cabo Rojo	Sabana Grande	45393	Blanca Malaret	18.07807	-66.95798	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	574	579	3	41.6%	Others	4.62%	873-3980	Calle Pedro Rodriguez Acosta 1	Sabana Grande	PR	6370000	D45393@de.pr.gov	2020-2021
Mayagüez	Mayagüez	Las Marías	41632	Bryan	18.22649	-66.92717	Abierta	Primario	K 1 2 3 4 5 6	No	87	87	4	73.5%	Others	4.44%	827-3066	Carr. 124 Km.10 Bo.Cerrote	Las Marías	PR	6700000	D41632@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Añasco	47613	Carmen Casasus Martí	18.28701	-67.13216	Abierta	Primario	K 1 2 3 4 5 EE	No	315	324	2	38.1%	Others	1.55%	826-5355	Carr. 405 Km.0 Hm. 9 Bo. Carreras	Añasco	PR	6100000	D47613@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Aguadilla	47589	Centro de Adiestramiento y Bellas Artes	18.49775	-67.13452778	Abierta	Todos Los Niveles	SHARED	No					N/A		890-2008	Edif 608 Base Ramey	Aguadilla	PR	6040000	D47589@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Aguada	45310	Centro Vocacional Especial	18.36856	-67.1562	Abierta	Todos Los Niveles	EI ES	No	107	105	3	56.4%	Others	4.55%	868-3245	Carr 417 Km 3 Hm 6 Bo Guanabano	Aguada	PR	6020000	D45310@de.pr.gov	2020-2021
Mayagüez	San Sebastián	Moca	42572	Cerro Gordo Medina	18.34165	-67.07776	Abierta	Primario	PK K 1 2 3 4 5	No	199	195	5	83.7%	Others	2.36%	877-5850	Carr 420 Int 495 Km 2.0	Moca	PR	6760000	D42572@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Rincón	42911	Conrado Rodríguez	18.33903	-67.25098	Abierta	Primario	K 1 2 3 4 5 6 EE	No	212	210	4	62.5%	Others	3.52%	823-5775	Calle Luis Muñoz Rivera Final	Rincón	PR	6770000	D42911@de.pr.gov	2020-2021
Mayagüez	Mayagüez	Mayagüez	44560	Centro Residencial de Oportunidades Educativas de Mayagüez (CROEM)	18.17693	-67.08917	Abierta	Secundario	9 10 11 12	No	235	228	5	97.5%	Others	1.33%	832-3720	Cerro Las Mesas Km6 Hm.9	Mayagüez	PR	6800000	D44560@de.pr.gov	2020-2021
Mayagüez	San Sebastián	Moca	42812	S. U. Cuchillas	18.402845949527	-67.0773155851273	Abierta	Primario	PK K 1 2 3 4 5	No	233	242	2	30.1%	Others	0.81%	877-3150	Carr 444 Km 3 Hm 7	Moca	PR	6760000	D42812@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Aguada	40022	Dr. Carlos González	18.3835	-67.19133	Abierta	Secundario	10 11 12	No	864	846	2	34.6%	Targeted	0.83%	868-3280	Carr 441 Km 0 Hm 1 Bo Guaniquilla	Aguada	PR	6020000	D40022@de.pr.gov	2020-2021
Mayagüez	San Sebastián	Moca	46003	Dr. Efraín Sánchez Hidalgo	18.39137	-67.11149	Abierta	Primario	6 7 8 EI	No	421	446	2	22.4%	Others	1.34%	818-0941	Calle Monseñor Jose Torres	Moca	PR	6760000	D46003@de.pr.gov	2020-2021
Mayagüez	San Sebastián	Isabela	15792	Dr. Heriberto Domenech	18.4701	-67.02635	Abierta	Secundario	9 10 11 12 ES	No	751	721	2	29.0%	Others	3.38%	830-2915	Carr 2 Km 112 Bo Mora	Isabela	PR	6620000	D15792@de.pr.gov	2020-2021
Mayagüez	Mayagüez	Mayagüez	42077	Dr. Pedro Perea Fajardo	18.20849	-67.14605	Abierta	Secundario	9 10 11 12 ES	No	952	907	2	31.4%	Others	4.67%	833-0865	Ave Luis Llorens Torres	Mayagüez	PR	6800000	D42077@de.pr.gov	2020-2021
Mayagüez	Mayagüez	Las Marías	41699	Dr. Silverio Medina Gaud	18.2092843934283	-67.0319921888216	Abierta	Primario	K 1 2 3 4 5	No	74	73	3	40.6%	Others	1.28%	831-0818	Carr. 199 Km.6 Bo. Naranjales	Las Marías	PR	6700000	D41699@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Aguada	46086	Eladio Tirado López	18.36971	-67.15608	Abierta	Secundario	9 10 11 12 ES	No	429	397	3	42.6%	Comprehensive	3.45%	868-2161	Carr 417 Km 3 Hm 6 Bo Guanabano	Aguada	PR	6020000	D46086@de.pr.gov	2020-2021
Mayagüez	Cabo Rojo	Lajas	50120	Elemental Urbana Nueva	18.03755	-67.05556	Abierta	Todos Los Niveles	PK K 1 2 3 4 5 6 7 8 9 10 EE	Sí	456	448	2	28.0%	Others	2.98%	899-3010	Ave Flamboyan #233	Lajas	PR	6670000	D50120@de.pr.gov	2020-2021
Mayagüez	Mayagüez	Mayagüez	45955	Elpidio H. Rivera	18.18227	-67.13811	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	604	569	2	20.0%	Others	3.74%	833-5560	Urb. Rio Cristal Calle Roberto Cole 510	Mayagüez	PR	6800000	D45955@de.pr.gov	2020-2021
Mayagüez	Mayagüez	Mayagüez	47571	Elvira Ruperto Quiles (Rio Cañas Abajo)	18.2288314245844	-67.0925305311511	Abierta	Primario	PK K 1 2 3 4 5 6 7 8	No	246	261	2	29.4%	Additional Targeted	0.78%	831-0050	Carr 351 Int 352 Bo Rio Cañas	Mayagüez	PR	6810000	D47571@de.pr.gov	2020-2021
Mayagüez	San Sebastián	San Sebastián	46201	Emilio Scharón Rodríguez	18.3543176330565	-66.9549619023147	Abierta	Primario	K 1 2 3 4 5 6 7 8 EI	No	284	273	2	35.2%	Others	1.71%	896-4142	Carr. 111 Km.1.9 Bo.Hoyamala	San Sebastián	PR	6760000	D46201@de.pr.gov	2020-2021
Mayagüez	San Sebastián	Isabela	15404	Epifanio Estrada	18.48664	-66.9736	Abierta	Primario	PK K 1 2 3 4 5 EE	No	236	242	4	70.4%	Others	1.63%	872-4650	Carr 113 Km 9 Hm 9 Bo Cotto	Isabela	PR	6620000	D15404@de.pr.gov	2020-2021
Mayagüez	San Sebastián	San Sebastián	46805	Ernestina Méndez de Echeandía	18.34746	-66.99874	Abierta	Todos Los Niveles	6 7 8 9	No	503	503	2	23.5%	Targeted	1.54%	896-1745	Carr.111Km.17Hm 5 Bo. Bahonamey	San Sebastián	PR	6850000	D46805@de.pr.gov	2020-2021
Mayagüez	Mayagüez	Hormigueros	48017	Escuela Elemental Nueva	18.13944	-67.13317	Abierta	Primario	PK K 1 2 3 4 5 EE	No	334	338	4	74.8%	Others	2.82%	849-2610	Carr 309 Km 1.9 Interior Bo Juanajibo	Hormigueros	PR	6600000	D48017@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Añasco	40519	Escuela Especializada Alcides Figueroa	18.2824647092606	-67.1377988599859	Abierta	Todos Los Niveles	6 7 8 9 10 11 12	No	345	343	4	76.4%	Others	0.89%	826-0570	Calle Maria Monagas	Añasco	PR	6100000	D40519@de.pr.gov	2020-2021
Mayagüez	Mayagüez	Mayagüez	48330	Escuela Libre De Musica Y Bella Artes Ernesto Ramos Antonini	18.1980132697274	-67.140133346492	Abierta	Todos Los Niveles	SHARED	No					N/A		(787) 834-3177	Bvd Eduardo Baez Sector Buena Vista	Mayagüez	PR	6800000	D48330@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Añasco	40626	Espino	18.27477	-67.12477	Abierta	Primario	PK K 1 2 3 4 5	No	236	232	4	60.4%	Others	0.41%	826-5915	Carr.109 Km.5 Hm.0 Bo Espino	Añasco	PR	6100000	D40626@de.pr.gov	2020-2021
Mayagüez	Mayagüez	Mayagüez	47084	Esteban Rosado Báez	18.23021	-67.17206	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	314	310	3	56.9%	Others	1.86%	831-6199	Carr. 341 Bo. Mani	Mayagüez	PR	6800000	D47084@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Aguadilla	46664	Ester Feliciano Mendoza	18.50035	-67.14558	Abierta	Primario	6 7 8 EI	No	392	396	3	43.2%	Others	1.80%	890-2418	Calle E Base Ramey	Aguadilla	PR	6030000	D46664@de.pr.gov	2020-2021
Mayagüez	Mayagüez	Las Marías	47977	Eugenio María de Hostos (Intermedia)	18.24659	-66.99741	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	473	475	2	33.3%	Others	1.24%	827-2100	Ave Matias Brugman	Las Marías	PR	6700000	D47977@de.pr.gov	2020-2021
Mayagüez	Mayagüez	Mayagüez	48298	Eugenio María de Hostos (Superior)	18.19839	-67.14438	Abierta	Secundario	9 10 11 12	No	687	673	1	19.8%	Others	1.45%	(787) 806-2209	Calle Nanadich #50 Oeste	Mayagüez	PR	6800000	D48298@de.pr.gov	2020-2021
Mayagüez	Mayagüez	Las Marías	46219	Eva y Patria Custodio	18.24694	-66.98916	Abierta	Secundario	9 10 11 12 ES	No	338	338	2	23.6%	Others	2.57%	827-4115	Carr.120 Km.0 Hm.6 Bo. Maravilla Sur	Las Marías	PR	6700000	D46219@de.pr.gov	2020-2021
Mayagüez	San Sebastián	Isabela	15248	Francisco Mendoza	18.50178	-67.01981	Abierta	Secundario	9 10 11 12 ES	No	704	668	2	31.7%	Others	6.17%	872-2260	Calle Corchado	Isabela	PR	6620000	D15248@de.pr.gov	2020-2021
Mayagüez	Cabo Rojo	San Germán	43257	Georgina Alvarado	18.13602	-67.07152	Abierta	Primario	PK K 1 2 3 4 5 EE	No	157	157	4	70.9%	Others	3.51%	892-2530	Carr 330 Km 2.8 Int Bo Duey Bajo	San Germán	PR	6830000	D43257@de.pr.gov	2020-2021
Mayagüez	Cabo Rojo	San Germán	43323	Henry W. Longfellow	18.08018	-67.03717	Abierta	Primario	PK K 1 2 3 4 5 EE	No	327	317	5	81.9%	Others	0.88%	892-1358	Calle Luna	San Germán	PR	6830000	D43323@de.pr.gov	2020-2021
Mayagüez	Cabo Rojo	San Germán	43307	Herminia C. Ramírez	18.1076	-67.06978	Abierta	Primario	PK K 1 2 3 4 5	No	225	221	5	89.9%	Others	2.16%	892-7105	Carr 347 Km 4 Hm 3 La Haciendita	San Germán	PR	6830000	D43307@de.pr.gov	2020-2021
Mayagüez	Aguadilla	Aguadilla	40295	Homero Rivera Solá	18.45726	-67.12562	Abierta	Primario	K 1 2 3 4 5	No	272	259	4	61.6%	Others	1.12%	891-8064	Carr 459 Sector Esteves Bo. Corrales	Aguadilla	PR	6050000	D40295@de.pr.gov	2020-2021
Mayagüez	Mayagüez	Maricao	41913	Indiera Fria	18.15058	-66.93366	Abierta	Primario	K 1 2 3 4 5 EE	No	58	58	3	57.7%	Others	1.69%	838-2534	Carr 366 Km 3 Bo Indiera Fria	Maricao	PR	6060000	D41913@de.pr.gov	2020-2021
Mayagüez	Cabo Rojo	Cabo Rojo	46821	Ines Maria  Mendoza	18.09015	-67.14764	Abierta	Secundario	9 10 11 12 ES EEA	No	524	488	2	33.8%	Others	2.53%	851-5037	Calle Barbosa Norte Urb Ana Maria	Cabo Rojo	PR	6230000	D46821@de.pr.gov	2020-2021
